Name,Affiliation,Google Scholar Profile,ORCID Profile,Research Gate Profile,Research Interests/Focus,Taxonomy Tags
Saliwe Kawewe,Southern Illinois University Carbondale,https://scholar.google.com/citations?user=MGPSBM0AAAAJ&hl=en&inst=1297495080519272923&oi=ao,,https://www.researchgate.net/profile/Saliwe-Kawewe,"Global Gender Disempowerment; Women and Children’s Human Rights; Third World Women’s Socioeconomic Development and Social Justice; 
International Child Welfare Policy; HIV/AIDS; Racial Subcultures and Ethnic-Sensitive and competence in Social Work Practice. Discrimination and Racism in the Academy.","Child welfare, Gender studies, HIV or AIDS, Human rights, International issues, Policy, Race and ethnicity, Social justice, Social Work practice, Socioeconomic Issues "
Hussein Soliman,Southern Illinois University Carbondale,,https://orcid.org/0000-0003-2259-6354,https://www.researchgate.net/profile/Hussein-Soliman-3,"Impact of natural disasters on families and communities, school safety and school violence, impact of dicorce on children, female vulnerability to sexual harassment, mental health services, social services in poor communities","Child welfare, Families and Family Dynamics, Gender based violence, Mental and behavioral health, Poverty School Social Work, Violence"
Nikki Jones,Spalding University,,,https://www.researchgate.net/profile/V-Jones,"social determminants of health and culturally aware practices, historical trauma and reparations for African American descendants, LGBTQ+ community","Black or African American, Cultural competence, Health, LGBTQIA2S+, Social determinants, Trauma"
Nina Esaki,Springfield College,,https://orcid.org/0000-0003-1425-1567,https://www.researchgate.net/profile/Nina-Esaki-2,"organizational health, leadership, trauma-responsive organizational change","Health, Organizations, Trauma informed practice"
Donna S. Wang,Springfield College,https://scholar.google.com/citations?hl=en&user=Bks350MAAAAJ&inst=1297495080519272923,,,"gerontology, research methods, cultural diversity, religion, mindfulness, and spirituality","Aging, Culture, Diversity Equity and Inclusion (DEI), Faith and spirituality, Research methods"
Johny Augustine,St. Ambrose University,https://scholar.google.com/citations?user=Xy6GV6MAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-3340-5816,https://www.researchgate.net/profile/Johny-Augustine,"communities, individual, families affected by disasters","Community based, Families and Family Dynamics"
Habiba Ibrahim,St. Catherine University,https://scholar.google.com/citations?hl=en&user=XaOVkk8AAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Habiba-Ibrahim-2,"social and economic development, immigrant/refugees, asset-building financial inclusion, youth development","Adolescent Behavior, Human development, Immigration, Refugees"
Mary Nienow,St. Catherine University,,,https://www.researchgate.net/profile/Mary-Nienow,"professional socialization of macro practice social workers, policy and program development, and community-based participatory research","Community based, Policy, Program evaluation, Research methods, Social Work practice"
Younsook Anna Yeo,St. Cloud State University,,https://orcid.org/0000-0001-7343-2443,https://www.researchgate.net/profile/Younsook-Yeo,"welfare reform and elderly immigrants, health disparities among racial/ethnic groups, health-information technology use among marginalized populations","Aging, Disparities, Health, Immigration, Oppressed groups, Race and ethnicity, Technology, Welfare"
Allison Sinanan,Stockton University,https://scholar.google.com/citations?hl=en&user=I7CMsGQAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Allison-Sinanan,"Trauma, families","Families and Family Dynamics, Trauma"
Ting Guan,Syracuse University,https://scholar.google.com/citations?hl=en&user=zkaWPF8AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-5750-4742,https://www.researchgate.net/profile/Ting-Guan-3,"family-based psychosocial interventions, cancer patient and caregiver quality of life",Families and Family Dynamics
Kendra Deloach,Syracuse University,https://scholar.google.com/citations?hl=en&user=XS-nf6EAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-6543-7153,https://www.researchgate.net/profile/Kendra-Deloach-Mccutcheon,"family health and development, school mental health, mental health disparities among WOC, intersectionality","Black Indigenous People of Color (BIPOC), Disparities, Families and Family Dynamics, Gender studies, Health, Intersectionality, Mental and behavioral health, School Social Work "
Fei Pei,Syracuse University,https://scholar.google.com/citations?hl=en&user=DSOZRokAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-2342-2498,https://www.researchgate.net/profile/Fei-Pei-4,"community health, child development","Children and adolescents, Community Engagement, Health, Human development"
Carrie J. Smith,Syracuse University,https://scholar.google.com/citations?hl=en&user=PSFxR4kAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-3045-3524,https://www.researchgate.net/profile/Carrie-Smith-8,"Child Welfare,child and family policy, social work practice, social 
welfare policy and services, racism and racial dialogue, incarceration 
and impact on families, kinship care","Child welfare, Families and Family Dynamics, Incarceration, Policy, Race and ethnicity, Social Work practice, Welfare"
Xiafei Wang,Syracuse University,https://scholar.google.com/citations?hl=en&user=tHAVfmcAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-6820-0648,https://www.researchgate.net/profile/Xiafei-Wang,"health disparities, children and youth","Children and adolescents, Disparities, Health"
Nathalie Jones,Tarleton State University,https://scholar.google.com/citations?hl=en&user=JQNkvGoAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-5725-3082,https://www.researchgate.net/profile/Nathalie-Jones,"Aging populations, black women in higher education","Aging, Black Indigenous People of Color (BIPOC), College and University"
Felicia Murray,Tarleton State University,https://scholar.google.com/citations?hl=en&user=cxmMG9sAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-9479-8337,https://www.researchgate.net/profile/Felicia-Murray-2,"Father engagement and involvement, outcomes for former foster youth","Children and adolescents, Gender studies"
Latocia Keyes,Tarleton State University,https://scholar.google.com/citations?hl=en&user=2mKJSugAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Latocia-Keyes-2,"race and ethnic relations, discrimination/disparities impact on behavioral and physical health, mass incarceration, police use of force, policy analysis","Discrimination, Disparities, Health, Incarceration, Mental and behavioral health, Policing, Policy, Race and ethnicity"
DaVonti' DeAngelo Haynes,Temple University,https://scholar.google.com/citations?user=rHTCbQkAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-7189-7562,https://www.researchgate.net/profile/Davonti-Haynes,"youth development, student success and development","Adolescent Behavior, Human development"
Raven E Lynch,Temple University,,https://orcid.org/0000-0002-4349-8342,https://www.researchgate.net/profile/Raven-Lynch-2,"identity development, coping skills, multiracial youth","Adolescent Behavior, Human development, Race and ethnicity, Stress and coping"
Gracie Brownell,Texas AandM University-Commerce,,,https://www.researchgate.net/profile/Gracie-Brownell,"youth development, cultural competency, reintigration, international social work","Adolescent Behavior, Cultural competence, Human development, International issues"
Aesha John,Texas Christian University,https://scholar.google.com/citations?user=3wnvhUoAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-2022-6408,https://www.researchgate.net/profile/Aesha-John-2,"Child development, family studies, developmental disabilities","Children and adolescents, Families and Family Dynamics, Human development "
Raphael Travis,Texas State University,https://scholar.google.com/citations?user=DkW1fDYAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-5731-4869,https://www.researchgate.net/profile/Raphael-Travis,"positive youth development over the life-course, adolescent resilience, youth participation in individual and community transformation","Adolescent Behavior, Community based, Human development, Resilience"
Angela Ausbrooks,Texas State University,,,https://www.researchgate.net/profile/Angela-Ausbrooks,"resilience, trauma, child welfare, juvenile criminal justice issues, multiculturalism","Child welfare, Criminal justice, Culture, Juvenile justice, Resilience, Trauma"
Mi Jin Choi,Texas State University,https://scholar.google.com/citations?hl=en&user=KWSSK5EAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-3496-4567,https://www.researchgate.net/profile/Mi-Jin-Choi,"childhood adversity, child maltreatment, family poverty, out-of-home placement (foster care, formal kinship care, informal kinship care), child welfare workforce (child welfare training and trauma-informed self-care)","Adverse childhood experiences (ACEs), Child welfare, Families and Family Dynamics, Trauma informed practice"
Shimwoo Choi,Texas State University,https://scholar.google.com/citations?hl=en&user=O7xqPBkAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-9994-5132,https://www.researchgate.net/profile/Shinwoo-Choi-3,"racial microagressions and coping mechanisms, natural disaster preparedness among individuals with vulnerabilities such as mental/physical health challenges, language barrier, and lack of resources due to  poverty","Bias, Mental and behavioral health, Poverty, Stress and coping, Vulnerable populations"
Seungjong Cho,Texas Tech University,https://scholar.google.com/citations?hl=en&user=8TTJOsoAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-1512-6066,https://www.researchgate.net/profile/Seungjong-Cho,"Depressive symptoms, social support, community intervention, gerontology","Aging, Community Engagement, Mental and behavioral health"
Annecy Baez,Touro College,https://scholar.google.com/citations?user=gGDY5EIAAAAJ&hl=en&inst=1297495080519272923&oi=ao,,https://www.researchgate.net/profile/Annecy-Baez,"College mental health, Latino mental issues, depressionxiety, suicide prevention, trauma, domestic violence, mindfulness and spirituality in therapy","College and University, Domestic violence, Faith and spirituality, Latinx, Mental and behavioral health, Trauma"
Kenny Kwong,Touro College,https://scholar.google.com/citations?hl=en&user=ou7W20MAAAAJ&inst=1297495080519272923,,,low-income Asian immigrant populations in urban settings,"Asian Americans and Pacific Islander (AAPI), Immigration, Poverty, Urban issues"
Candice C. Beasley,Tulane University,,https://orcid.org/0000-0002-8167-9160,https://www.researchgate.net/profile/Candice-Beasley,"Child advocacy, protection, welfare, clinical social work, disaster mental health, intimate partner violence, sexual violence, justice and corrections, medical social work, policy and planning","Child welfare, Clinical Social Work, Domestic violence, Juvenile justice, Medical Social Work, Mental and behavioral health, Policy, Sexual Violence"
Samantha Francois,Tulane University,https://scholar.google.com/citations?user=_7-zHM4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-8808-1746,https://www.researchgate.net/profile/Samantha-Francois-2,"Adolescent development, anti-racist community engaged research, community organizing and advocacy, neighborhood violence, racism-based violence","Adolescent Behavior, Community Engagement, Human development, Race and ethnicity, Research methods, Violence"
Audrey Hang Hai,Tulane University,https://scholar.google.com/citations?user=l21OJS8AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-0385-0281,https://www.researchgate.net/profile/Audrey-Hai,"DEI, health disparities/health equity, immigrants refugees and migrants, research, social determinants of health, substance use and treatment","Diversity Equity and Inclusion (DEI), Disparities, Health, Immigration, Refugees, Substance use"
Irang Kim,Tulane University,https://scholar.google.com/citations?user=OfrNSt4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-8084-3259,https://www.researchgate.net/profile/Irang-Kim,"Developmental disabilities, health disparities / health equity, immigrants refugees and migrants, resilience","Disability, Disparities, Health, Immigration, Refugees, Resilience"
Marva L. Lewis,Tulane University,https://scholar.google.com/citations?user=eOD2v7oAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-5388-0783,https://www.researchgate.net/profile/Marva-Lewis,"child advocacy, protection, and welfare, historical oppression and marginalization, interpersonal trauma","Advocacy, Child welfare, Oppressed groups, Trauma"
Anneliese Singh,Tulane University,,,https://www.researchgate.net/profile/Anneliese-Singh,"BIPOC counseling, DEI, multicultural and social justice counseling competency, qualitative and mixed research, queer, trans, and nonbinary counseling, racial healing, racial justice, resilience, traumatology, and liberation","Black Indigenous People of Color (BIPOC), Diversity Equity and Inclusion (DEI), Research methods, Resilience, Social justice"
Jenice Vázquez Pagán,"Universidad Interamericana de Puerto Rico, Recinto Metropolitano",https://scholar.google.com/citations?user=qbYKgGkAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-7195-8174,https://www.researchgate.net/profile/Jenice-Vazquez-Pagan,"Gender, violence against women, work and human rights","Gender based violence, Human rights, Work environment"
Alex Casiano Pagán,"Universidad Interamericana de Puerto Rico, Recinto Metropolitano",https://scholar.google.com/citations?user=6gH4_zIAAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-5493-6897,https://www.researchgate.net/profile/Alex-Casiano,"health, older adults","Aging, Health"
Julia F. Hastings,"University at Albany, State University of New York",,https://orcid.org/0000-0002-2262-2279,https://www.researchgate.net/profile/Julia-Hastings,"reducing health economic and service utilization burdens for diverse populations, african american communities, wellfare participation, depression, type II diabetes","Black or African American, Diversity Equity and Inclusion (DEI), Economic issues, Health, Mental and behavioral health, Welfare"
Lani V. Jones,"University at Albany, State University of New York",https://scholar.google.com/citations?hl=en&user=IO89LUAAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Lani-Jones,"Black women, intervention research, mental health","Black or African American, Gender studies, Mental and behavioral health, Research methods"
Eunju Lee,"University at Albany, State University of New York",https://scholar.google.com/citations?hl=en&user=kTuCj2AAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-5501-670X,https://www.researchgate.net/profile/Eunju-Lee-10,"Child welfare, home visiting, kinship, program evaluation","Child welfare, Program evaluation"
Wonhyung Lee,"University at Albany, State University of New York",https://scholar.google.com/citations?hl=en&user=aB4I5bMAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Wonhyung-Lee,"community development, neighborhood revitalization, economic opportunities for marginalized populations","Community based, Economic issues, Human development, Oppressed groups"
"Robert L. Miller, Jr.","University at Albany, State University of New York",https://scholar.google.com/citations?hl=en&user=qBsnw3cAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-4327-7010,https://www.researchgate.net/profile/Robert-Miller-Jr,"social work, HIV, spirituality","Faith and spirituality, HIV or AIDS, Sexual or Reproductive Health"
Jildyz Urbaeva,"University at Albany, State University of New York",https://scholar.google.com/citations?hl=en&user=qrzrKRQAAAAJ&inst=1297495080519272923,,,Women's health and well-being,"Health, Sexual or Reproductive Health, Wellbeing"
Jina J. Sang,University of Akron,,,https://www.researchgate.net/profile/Jina-Sang,"Parent child relationships, mental health of children and families, family stress","Children and adolescents, Families and Family Dynamics, Mental and behavioral health, Stress and coping"
Curtis Davis,University of Alabama,,https://orcid.org/0000-0002-6101-2086,https://www.researchgate.net/profile/Curtis-Davis,"Community engaged advocacy, forensic social work, racism-based trauma","Advocacy, Community Engagement, Forensic social work, Race and ethnicity,  Trauma"
Schnavia Hatcher,University of Alabama,,,https://www.researchgate.net/profile/Schnavia-Hatcher,"Class and social policy implications for the black community, health promotion strategies for incarcerated youth and adults, youth development models of success in higher education","Adolescent Behavior, Black or African American, College and University, Incarceration, Policy"
Sebrena Jackson,University of Alabama,https://scholar.google.com/citations?user=pGiWrAIAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-1628-172X,https://www.researchgate.net/profile/M-Sebrena-Jackson,"Foster youth and higher education, higher education leadership, online education, social work education","Adolescent Behavior, College and University, Education, Pedagogy, Social Work education"
Karen Johnson,University of Alabama,https://scholar.google.com/citations?hl=en&user=hunB2-kAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Karen-Johnson-37,"sheltered and undomiciled homeless women in rural and urban settings, impovershed women, sexual risk behavior","Gender studies, Homelessness, Risk Behavior, Sexual or Reproductive Health"
Hee Yun Lee,University of Alabama,https://scholar.google.com/citations?user=cjfqltwAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-3499-6304,https://www.researchgate.net/profile/Hee-Lee,"Behavioral health, community based participatory research, dissemination and implementation research, health disparities, health information technology, immigration health care, mental health, rural health","Community based, Disparities, Health, Healthcare, Immigration, Mental and behavioral health, Research methods, Rural issues, Technology"
Lewis Lee,University of Alabama,https://scholar.google.com/citations?hl=en&user=gmnQdJYAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Lewis-Lee,"Criminal justice / juvenile justice reform, health disparities, macro practice, program evaluation, substance abuse","Criminal justice, Disparities, Health, Juvenile justice, Program evaluation, Social Work practice, Substance use"
Hyunjin (Gina) Noh,University of Alabama,https://scholar.google.com/citations?user=xJ0S874AAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-6503-3597,,"Aging and healthcare, end of life care, health disparities, qualitative methods","Aging, Disparities, Health, Healthcare, Hospice and palliative care, Research methods"
Avani Shah,University of Alabama,https://scholar.google.com/citations?user=qzQB3LwAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-4808-2124,https://www.researchgate.net/profile/Avani-Shah-15,"Aging and healthcare, cognitive behavioral therapy, diagnosing mental disorders, mental health","Aging, Healthcare, Mental and behavioral health"
Ronald O. Pitner,University of Alabama at Birmingham,https://scholar.google.com/citations?user=5tgHWBoAAAAJ&hl=en&inst=1297495080519272923&oi=ao,,https://www.researchgate.net/profile/Ronald-Pitner,"Social determinants of health, youth community, and other forms of interpersonal violence, race and racial disparities, diversity and anti-oppressive practice, research methods, and evaluation research, classroom pedagogy","Adolescent Behavior, Disparities, Diversity Equity and Inclusion (DEI), Health, Pedagogy, Race and ethnicity, Research methods, Social determinants, Violence"
Dione Moultrie King,University of Alabama at Birmingham,https://scholar.google.com/citations?user=8iLXDQ8AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-6499-4425,https://www.researchgate.net/profile/Dione-King,"Health risk behaviors, minority health disparities, social determinants of health, preconception health, and adverse childhood experiences","Adverse childhood experiences (ACEs), Disparities, Health, Risk Behavior, Social determinants"
Yookyong Lee,University of Alabama at Birmingham,,,https://www.researchgate.net/profile/Yookyong-Lee,"Aging, child abuse and neglect, child and family policy, caregiving and community violence exposure, fatherhood and involvement, people with HIV, young parenthood, family wellbeing","Aging, Child welfare, Families and Family Dynamics, Gender studies, HIV or AIDS, Policy, Violence, Wellbeing"
Omar T. Sims,University of Alabama at Birmingham,https://scholar.google.com/citations?user=IpzPNjMAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-3207-2231,https://www.researchgate.net/scientific-contributions/Omar-T-Sims-2030287938,"Public health management and clinical management of Hepatitis C Virus, HIV/HCV co-infection, HCV epidemiology, infections disease, liver disease, NAFLD, liver transplantation, alcohol and substance use and psychiatric disorders, health disparities","Disparities, Health, HIV or AIDS, Mental and behavioral health, Public health, Sexual or Reproductive Health, Substance use"
Amana Mbise,"University of Alaska, Anchorage",https://scholar.google.com/citations?hl=en&user=KlKz76kAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Amana-Mbise,"global health, integration, community development","Community Engagement, Global perspectives, Health, Human development"
Rei Shimizu,"University of Alaska, Anchorage",https://scholar.google.com/citations?user=EH19NIEAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-1036-3572,,"social determinants of health related to dietary quality, health disparities and health equity, foor-related decision making, young adulthood, intervention research methods, restorative justice approaches","Adolescent Behavior, Disparities, Health, Research methods, Social determinants, Social justice"
Dr. Valandra,University of Arkansas,https://scholar.google.com/citations?hl=en&user=weDcBQwAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-6782-6400,https://www.researchgate.net/profile/Valandra-2,"critical race, Black feminism, multi-systems life course, intersectional, Afrocentric and social justice frameworks","Black or African American, Critical Race Theory, Gender studies, Social justice"
Tracey McElwee,University of Arkansas at Little Rock,https://scholar.google.com/citations?hl=en&user=TrZNUtkAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-3416-3468,https://www.researchgate.net/profile/Tracey-Mcelwee-3,"Social work, food insecurity, public health","Food insecurity, Public health"
Reshawna Chapple,University of Central Florida,https://scholar.google.com/citations?hl=en&user=USILmqcAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-7568-8909,https://www.researchgate.net/profile/Reshawna-Chapple,"critical deaf studies, critical race feminism and intersectionality, culturally responsive mental health treatment and access to services, intimate partner violence and trauma recovery, qualitative methods, telemental health, informed care","Critical Race Theory, Domestic violence, Gender studies, Mental and behavioral health, Research methods, Technology, Trauma"
Shuang Lu,University of Central Florida,https://scholar.google.com/citations?hl=en&user=rI2eHEwAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-1498-8238,https://www.researchgate.net/profile/Shuang-Lu-2,"migration, child/youth mental health, resilience, community-based intervention, nonprofit capacity building","Children and adolescents, Community based, Mental and behavioral health, Nonprofit, Resilience"
Kenan Sualp,University of Central Florida,https://scholar.google.com/citations?user=RdKTOHEAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-8995-5035,https://www.researchgate.net/profile/Kenan-Sualp,"environmental risk factors for mental health and access to care, health and mental health, immigration, global social work, program implementation and evaluation, geographic information systems, applied statistics and data visualization strategies","Data analysis, Environmental issues, Global perspectives, Health, Immigration, Mental and behavioral health, Program evaluation"
Xiaochuan Wang,University of Central Florida,https://scholar.google.com/citations?user=9ZVipYYAAAAJ&hl=en&inst=1297495080519272923,,,"health and mental health care access, utilization and quality, nursing home quality and workforce capacity, culturally sensitive care for racial and ethnic minority older adults","Aging, Healthcare, Labor and employment, Mental and behavioral health, Race and ethnicityt"
Dana Michelle Harley,University of Cincinnati,,,https://www.researchgate.net/profile/Dana_Harley,"community research and photovoice to study hope, optimism, and mental health in at-risk populations","Community based, Mental and behavioral health, Research methods, Technology"
Anjanette A. Wells,University of Cincinnati,,,https://www.researchgate.net/profile/Anjanette-Wells,psychosocial needs and barriers of low-income minority patients in preventing and treating cancer,"Oppressed groups, Poverty, Socioeconomic Issues"
Ann Marie Garran,University of Connecticut,https://scholar.google.com/citations?hl=en&user=FSdPbwQAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Ann-Garran,"racism, social identity, microaggressions, oppression","Bias, Oppressed groups, Race and ethnicity"
Hsiu-Ju Lin,University of Connecticut,,https://orcid.org/0000-0002-6633-8632,https://www.researchgate.net/profile/Hsiu-Ju-Lin,"research method and statistics modeling related to longitudinal studies, multilevel modeling, structural equal modeling, mental health and addiction problems, criminal justice involved population, health psychology, culture differences in preventive health behaviors","Addiction, Criminal justice, Culture, Mental and behavioral health, Research methods "
Rupal Parekh,University of Connecticut,,https://orcid.org/0000-0003-3610-6117,https://www.researchgate.net/profile/Rupal-Parekh-4,"social isolation and older adults, the built environment and transportation disadvantage, late-life migration and mental health, elder orphans and aging alone, social work and public policy","Aging, Mental and behavioral health, Policy"
Sukhmani SIngh,University of Connecticut,https://scholar.google.com/citations?hl=en&user=KVMbBXEAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-8752-5982,https://www.researchgate.net/profile/Sukhmani-Singh-2,"sociopolitical development, adolescence, juvenile justice, education, immigration","Adolescent Behavior, Education, Immigration, Juvenile justice"
Rebecca L. Thomas ,University of Connecticut,,https://orcid.org/0000-0002-7159-7532,https://www.researchgate.net/profile/Rebecca-Thomas-12,"international social work, international development, climate induced migration, program evaluation/employment and training programs, remittances, microcredit/microfinance","Environmental issues, International issues, Program evaluation"
May Guo,University of Iowa,https://scholar.google.com/citations?user=HzyMhZ0AAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0003-0015-6438,https://www.researchgate.net/profile/Man-Guo-2,"minority aging, immigration, social determinants of health, mental and cognitive health in later life, cross-cultural and comparative studies","Aging, Immigration, Mental and behavioral health, Social determinants"
Yi (April) Wang,University of Iowa,https://scholar.google.com/citations?hl=en&user=IC_zTs8AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-1359-5712,https://www.researchgate.net/profile/Yi-Wang-165,"aging, longevity, end of life","Aging, Death and dying"
"Sicong ""Summer"" Sun",University of Kansas,https://scholar.google.com/citations?hl=en&user=BcnNIyYAAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/Sicong-Sun-2,"Social determinants of health and health equity, asset building and financial capability, poverty inequality and social mobility","Health, Poverty, Social determinants, Social mobility"
Laneshia Conner ,University of Kentucky,https://scholar.google.com/citations?user=PAGdjS4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,,https://www.researchgate.net/profile/Laneshia-Conner,"HIV and aging, adult learning principles in higher education, anti-racism in social work education","Aging, College and University, HIV or AIDS, Race and ethnicity, Social Work education"
Antonio Garcia,University of Kentucky,https://scholar.google.com/citations?user=XSklZWMAAAAJ&hl=en&inst=1297495080519272923&oi=sra,,https://www.researchgate.net/profile/Antonio-Garcia-116,"Disparities in child-serving systems of care, dissemination and implementation of evidence-based interventions for youth and families of color in child-serving systems of care, BIPOC fatherhood engagement and co-equal parenting, trauma-informed care in schools and child welfare agencies, interventions for multi-system youth","Black Indigenous People of Color (BIPOC), Children and adolescents, Child welfare, Disparities, Evidence based practice, Families and Family Dynamics, Systems, Trauma informed practice"
Zadonna Slay,University of Kentucky,https://scholar.google.com/citations?user=PVE9E9kAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-8480-3246,https://www.researchgate.net/profile/Zadonna-Slay,"Voting rights and empowerment, non-profit management, black women disparity, Strong Black Women schema, Black feminist perspective","Black or African American, Empowerment, Gender studies, Nonprofit, Voting and Civic Engagement"
Keith Watts,University of Kentucky,https://scholar.google.com/citations?user=tg_lzp0AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-2086-272X,https://www.researchgate.net/profile/Keith-Watts-4,"LGBTQ+ intersectionality, Black LGBTQ+ individuals, LGBTQ+ youth","Black or African American, Children and adolescents, Intersectionality, LGBTQIA2S+"
Minhae Cho,University of Memphis,https://scholar.google.com/citations?user=rbmutl8AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-8235-3800,https://www.researchgate.net/profile/Minhae-Cho,"child maltreatment, delinquency, disability, racial and gender disparity in social service system, cross-cultural study","Child welfare, Disability, Gender studies, Race and ethnicity, Systems"
Elena Delavega,University of Memphis,https://scholar.google.com/citations?user=LA4-pCYAAAAJ&hl=en&inst=1297495080519272923&oi=ao,,https://www.researchgate.net/profile/Elena-Delavega-2,"poverty, intersection of oppression, marginalization, and exclusion, education, disabilities, ontologies","Disability, Education, Oppressed groups, Poverty"
Gregory Washington,University of Memphis,,,https://www.researchgate.net/profile/Gregory-Phd,"Digital practice, Black men, Culturally responsive practices, trauma, refugees, Social work students","Black or African American, Cultural competence, Gender studies, Refugees, Social Work education, Technology, Trauma"
Jerry Watson,University of Memphis,,,https://www.researchgate.net/profile/Jerry-Watson-5,"Social Justice and Black Men’s Health,  trauma, refugees, police violence targeting African American males, ","Black or African American, Gender studies, Policing, Refugees, Trauma, Violence"
Seok Won Jin,University of Memphis,https://scholar.google.com/citations?user=dKAz_NAAAAAJ&hl=en&inst=1297495080519272923&oi=ao,,,"health equity, disparities in health behaviors, cancer screening, internet addiction, vulnerable populations, adults of color","Addiction, Black Indigenous People of Color (BIPOC), Disparities, Health, Technology, Vulnerable populations"
Edward C. Chang,University of Michigan,https://scholar.google.com/citations?hl=en&user=Jcy5PMMAAAAJ&inst=1297495080519272923,,,"predictors of psychological and physical adjustment, optimism and pessimism, perfectionism, social problem solving",Mental and behavioral health
Linda M. Chatters,University of Michigan,https://scholar.google.com/citations?user=5YnTDTkAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-4678-2541,https://www.researchgate.net/profile/Linda-Chatters,"religious involvement and well-being, social support networks of adult/elderly African Americans, intergenerational family relations, families and health","Aging, Black Indigenous People of Color (BIPOC), Faith and spirituality, Families and Family Dynamics, Health, Wellbeing"
David Córdova,University of Michigan,https://scholar.google.com/citations?user=On85QD0AAAAJ&inst=1297495080519272923,,https://www.researchgate.net/profile/David-Cordova-3,"Drug abuse, HIV/STI, prevention, community-based participatory research, adolescents, health disparities","Adolescent Behavior, Community based, Disparities, Health, HIV or AIDS, Research methods, Substance use"
Ashley E Cureton,University of Michigan,https://scholar.google.com/citations?user=Ehr5pD0AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-8392-2040,,"child and adolescent development among refugee populations, marginalized groups in global contexts like SOuth Africa, Morocco, Peru and Ecuador","Children and adolescents, Global perspectives, Oppressed groups, Refugees"
William Elliot III,University of Michigan,https://scholar.google.com/citations?hl=en&user=NnqytUcAAAAJ,,https://www.researchgate.net/profile/William-Elliott-9,"Economic, educational, and racial disparities; social policy; mental health; child development","Child welfare, Disparities, Economic issues, Education, Mental and behavioral health, Policy, Race and ethnicity"
